👤UserName,⭐Rating,📝Content,💬DeveloperReply,📆Review_Year,📅Review_Month,📅Review_Day,⏰Review_Hour_12,🌓Review_AM_PM,🕰️Review_Period,🔢Comment_Length,📆Reply_Year,📅Reply_Month,📅Reply_Day,⏰Reply_Hour_12,🌓Reply_AM_PM,🧹Content_Clean,🎯 Theme,🧩 Subtheme,😊 Sentiment,🖊️ Notes,🌐 Language,Theme_GT,Subtheme_GT,Sentiment_GT
صافي الود,5,نشكر وزارة الصحة على هذا التطبيق الذي يسهل للمواطن والمقيم شؤونهم من حجز مواعيد أو استشارات طبية,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,2,PM,Afternoon,96,2025,6,15,3,PM,نشكر وزارة الصحة علي هذا التطبيق الذي يسهل للمواطن والمقيم شوونهم من حجز مواعيد او استشارات طبية,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد النمر,1,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,2,PM,Afternoon,5,2025,6,15,3,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
hamoud abdo,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,11,AM,Morning,9,2025,6,15,2,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
1 2,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,10,AM,Morning,5,2025,6,15,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Al Dessouki,5,مشكوره مملكه الفخر والعز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,9,AM,Morning,24,2025,6,15,3,PM,مشكوره مملكه الفخر والعز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
حسسسون محسن,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,8,AM,Morning,5,2025,6,15,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ممدوح الجهني,5,ممناز جدآ,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,8,AM,Morning,9,2025,6,15,2,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
خالد سعود,1,التطبيق لا يعمل لايمكن حجز موعد... يظل مستمر في البحث وضهور علامة البحث,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,15,7,AM,Morning,71,2025,6,15,8,AM,التطبيق لا يعمل لايمكن حجز موعد. يظل مستمر في البحث وضهور علامة البحث,Technical Performance,Errors / Bugs,Negative,NA,Arabic,Technical Performance,Errors / Bugs,Negative
Eslam Naser,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,6,AM,Morning,5,2025,6,15,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
إبراهيم أركاني,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,6,AM,Morning,5,2025,6,15,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Sam Tai,1,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,5,AM,Morning,5,2025,6,15,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abdu Somod,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,3,AM,Night,5,2025,6,15,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
hebah esam,4,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,11,PM,Night,5,2025,6,15,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
صمتي عنواني,5,رائع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,11,PM,Night,4,2025,6,15,8,AM,رائع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ismail Qari,4,جيدجدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,10,PM,Night,6,2025,6,14,10,PM,جيدجدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمـد,5,ممتاز استخدامه اكثر شيء المواعيد بس أحيانا يصير يطالعني فجأة من التطبيق مدري ليش,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,14,9,PM,Evening,80,2025,6,15,8,AM,ممتاز استخدامه اكثر شيء المواعيد احيانا يصير يطالعني فجاة من التطبيق مدري ليش,Technical Performance,Crashes / Freezes,Negative,NA,Arabic,Technical Performance,Crashes / Freezes,Negative
زكريا,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,9,PM,Evening,5,2025,6,14,10,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالله مغربي,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,7,PM,Evening,9,2025,6,14,8,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Nur Uddin,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,6,PM,Evening,5,2025,6,14,8,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ahmad Alsehli,1,التطبيق لا يفتح,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,14,6,PM,Evening,15,2025,6,15,8,AM,التطبيق لا يفتح,Technical Performance,Crashes / Freezes,Negative,NA,Arabic,Technical Performance,Crashes / Freezes,Negative
تركي عادل,5,ممتاز جدا جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,6,PM,Evening,17,2025,6,14,8,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابو نواف,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,4,PM,Afternoon,9,2025,6,14,8,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ظافر محمد,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,3,PM,Afternoon,5,2025,6,14,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
bdr Ggf,5,جدا ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,2,PM,Afternoon,9,2025,6,14,4,PM,جدا ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالكريم الحداد,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,1,PM,Afternoon,9,2025,6,14,4,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
مٌحُمٌدِ الُبّكِرَيَ,3,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,1,PM,Afternoon,3,2025,6,14,4,PM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ramy Samir,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,1,PM,Afternoon,9,2025,6,14,4,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
mohamed Makhtar,5,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,1,PM,Afternoon,3,2025,6,14,4,PM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Salman Alalyan,5,"خدمة مميزة ،دام الله عز هذه البلاد الطيبة","شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,11,AM,Morning,41,2025,6,14,4,PM,"خدمة مميزة ،دام عز هذه البلاد الطيبة",User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ام ابراهيم,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,11,AM,Morning,5,2025,6,14,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abdulaziz Youssef,5,كلمه شكرا لا تكفي شكرا لكم من كل أعماق قلبي,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,11,AM,Morning,43,2025,6,14,4,PM,كلمه شكرا لا تكفي شكرا لكم من كل اعماق قلبي,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Yahya Al shahrani,5,جميل جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,8,AM,Morning,8,2025,6,14,4,PM,جميل جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
علي الخبراني,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,3,AM,Night,5,2025,6,14,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
احمد حزام,5,تطبيق اكثر من رائع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,2,AM,Night,18,2025,6,14,4,PM,تطبيق اكثر من رائع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالرحمن الخيبري,4,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,14,1,AM,Night,5,2025,6,14,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Kormi,4,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,13,11,PM,Night,3,2025,6,14,4,PM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
mzna alkade,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,13,9,PM,Evening,5,2025,6,14,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد محمد اليوسفي,5,حلوووووووو,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,13,9,PM,Evening,10,2025,6,13,9,PM,حلو,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عمار الهوساوي,5,شكراً,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,6,13,7,PM,Evening,5,2025,6,13,9,PM,شكرا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالوهاب الإدريسي,5,ماشاء الله تبارك الله,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,13,7,PM,Evening,21,2025,6,13,9,PM,ماشاء تبارك,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ر بيع,3,اغلب الأوقات لايوجد مواعيد في المراكز الصحية,"شاكرين لك وقتك وتقييمك كما يمكنكم التواصل مع مركز اتصال الصحة 937 عبر حساباتهم الرسمية:
- منصة X:
‏ @SaudiMOH937
او من خلال الاتصال بالرقم: 937",2025,6,13,11,AM,Morning,44,2025,6,15,8,AM,اغلب الاوقات لايوجد مواعيد في المراكز الصحية,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
Obaid Almoori,5,❤️,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,6,13,8,AM,Morning,2,2025,6,13,4,PM,❤️,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Khan Sohrab,3,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,9,3,12,AM,Night,4,2025,9,3,10,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mine 14,5,thank you so much for helping us inshallah 👏,we would like to thank for your feedback on the app and sharing your experience with us.,2025,9,2,9,PM,Evening,44,2025,9,2,10,PM,thank so much helping us 👏,User Experience & Sentiment,Help & Guidance,Positive,NA,English,User Experience & Sentiment,Help & Guidance,Positive
Saleem Sulemani,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,9,2,9,PM,Evening,4,2025,9,2,10,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
